0, -1.211716
1, -1.258186
2, -1.421252
3, 0.421440
4, -0.758652
5, -1.507187
6, -0.340972
7, -1.065315
8, -0.118825
9, -1.563445
10, -0.981207
11, -0.484915
12, -0.474895
13, -1.498725
14, -1.098546
15, -0.873275
16, -0.752614
17, -0.820215
18, -0.827705
19, -0.860582
20, -1.247480
21, -0.878634
22, -0.857251
23, -1.063056
24, -0.855300
25, -1.066846
26, -0.878812
27, -0.751309
28, -1.257207
29, -0.180900
30, -0.809932
31, -1.082841
32, -0.762972
33, -1.280314
34, -0.612048
35, -0.949085
36, -0.867096
37, -1.207129
38, -0.872898
39, -1.403079
40, -1.204806
41, -0.977613
42, -0.216283
43, -1.023126
44, -0.398661
45, -0.805122
46, -0.908584
47, -0.790772
48, -0.539722
49, -0.825445
50, -0.813799
51, -0.867534
52, -1.671109
53, -0.633956
54, -1.260481
55, -1.327714
56, -0.875695
57, -0.425208
58, -0.939281
59, -1.209793
60, -0.556264
61, -0.993003
