0, -1.266043
1, -1.197900
2, -1.310576
3, -0.372264
4, -0.764396
5, -1.212233
6, -0.807430
7, -0.926807
8, -1.518269
9, -1.286048
10, -0.411913
11, -0.619017
12, -0.165542
13, -0.686977
14, -0.952481
15, -1.059409
16, -1.029942
17, -1.170758
18, -0.851169
19, -0.730833
20, -0.803640
21, -1.022160
22, -0.600060
23, -1.189227
24, -1.675030
25, -0.979650
26, -0.400061
27, -0.894255
28, -0.983893
29, -1.312626
30, -0.485195
31, -1.306677
32, -1.255918
33, -1.089571
34, -0.714346
35, -0.998425
36, -0.515996
37, -1.214939
38, -0.925551
39, -0.648864
40, -0.678770
41, -0.092235
42, 0.509438
43, -1.045007
44, -0.985721
45, -1.082683
46, -0.604958
47, -0.603734
48, -0.029026
49, -0.937463
50, -1.032990
51, -0.312779
52, -1.003174
53, -0.876473
54, -0.852620
55, -0.954760
56, -1.171469
57, -0.499220
58, -1.134997
59, -1.062359
60, -1.400288
61, -1.230210
