0, -1.295546
1, -1.000047
2, -0.832254
3, -1.491652
4, -1.566656
5, -1.068828
6, -0.861551
7, -1.066107
8, -0.951944
9, -0.929960
10, -0.428289
11, -0.850166
12, -0.962430
13, -0.609431
14, -0.958602
15, -0.929766
16, -1.108877
17, -0.832363
18, -0.495428
19, -0.693088
20, -0.852566
21, -1.070043
22, -1.053330
23, -1.078284
24, -1.457367
25, -0.910563
26, -0.266817
27, -1.209385
28, -0.299751
29, -1.118273
30, -1.275872
31, -1.078808
32, -0.848231
33, -0.995696
34, -0.458581
35, -1.113039
36, -0.784556
37, -1.246510
38, -0.704795
39, -0.991704
40, -0.793605
41, -0.560815
42, -0.624236
43, -0.931717
44, -1.098584
45, -0.933679
46, 1.065646
47, -0.294246
48, -0.764683
49, -0.827762
50, -1.142841
51, -0.690697
52, -0.729928
53, -1.064618
54, -1.197960
55, -0.860681
56, -1.192709
57, -1.047388
58, -0.765027
59, -0.719756
60, -0.926780
61, -0.568393
